Entity,Code,Year,Fossil fuels per capita (kWh)
Africa,,1965,2058.24
Africa,,1966,2103.54
Africa,,1967,2063.60
Africa,,1968,2107.27
Africa,,1969,2082.55
Africa,,1970,2186.51
Africa,,1971,2344.49
Africa,,1972,2407.31
Africa,,1973,2544.00
Africa,,1974,2577.00
Africa,,1975,2655.44
Africa,,1976,2825.96
Africa,,1977,2878.72
Africa,,1978,2915.92
Africa,,1979,3115.87
Africa,,1980,3281.68
Africa,,1981,3572.76
Africa,,1982,3726.83
Africa,,1983,3754.57
Africa,,1984,3760.12
Africa,,1985,3774.41
Africa,,1986,3736.26
Africa,,1987,3775.85
Africa,,1988,3915.55
Africa,,1989,3807.00
Africa,,1990,3843.62
Africa,,1991,3721.57
Africa,,1992,3702.73
Africa,,1993,3635.52
Africa,,1994,3643.23
Africa,,1995,3691.83
Africa,,1996,3692.34
Africa,,1997,3667.61
Africa,,1998,3624.20
Africa,,1999,3641.54
Africa,,2000,3626.14
Africa,,2001,3679.40
Africa,,2002,3618.56
Africa,,2003,3719.93
Africa,,2004,3895.61
Africa,,2005,3832.02
Africa,,2006,3803.71
Africa,,2007,3842.81
Africa,,2008,3995.91
Africa,,2009,3964.02
Africa,,2010,3976.93
Africa,,2011,3884.95
Africa,,2012,3927.71
Africa,,2013,3918.43
Africa,,2014,3924.10
Africa,,2015,3882.19
Africa,,2016,3886.40
Africa,,2017,3860.35
Africa,,2018,3883.18
Africa,,2019,3855.49
Algeria,DZA,1965,1884.30
Algeria,DZA,1966,2230.71
Algeria,DZA,1967,2036.54
Algeria,DZA,1968,2098.96
Algeria,DZA,1969,2309.18
Algeria,DZA,1970,2422.67
Algeria,DZA,1971,2606.04
Algeria,DZA,1972,2825.08
Algeria,DZA,1973,3248.06
Algeria,DZA,1974,3556.84
Algeria,DZA,1975,4178.70
Algeria,DZA,1976,4737.91
Algeria,DZA,1977,5085.44
Algeria,DZA,1978,6221.54
Algeria,DZA,1979,7919.34
Algeria,DZA,1980,9176.11
Algeria,DZA,1981,10800.25
Algeria,DZA,1982,12061.60
Algeria,DZA,1983,12807.88
Algeria,DZA,1984,11893.95
Algeria,DZA,1985,11607.82
Algeria,DZA,1986,11979.55
Algeria,DZA,1987,11932.90
Algeria,DZA,1988,12473.14
Algeria,DZA,1989,11805.95
Algeria,DZA,1990,12212.23
Algeria,DZA,1991,11788.97
Algeria,DZA,1992,11826.21
Algeria,DZA,1993,10745.09
Algeria,DZA,1994,10683.72
Algeria,DZA,1995,10869.13
Algeria,DZA,1996,10576.29
Algeria,DZA,1997,10007.00
Algeria,DZA,1998,10191.55
Algeria,DZA,1999,10150.35
Algeria,DZA,2000,9657.44
Algeria,DZA,2001,9875.70
Algeria,DZA,2002,10101.54
Algeria,DZA,2003,10418.85
Algeria,DZA,2004,10677.07
Algeria,DZA,2005,11000.96
Algeria,DZA,2006,11254.16
Algeria,DZA,2007,11677.97
Algeria,DZA,2008,12172.47
Algeria,DZA,2009,12676.31
Algeria,DZA,2010,12144.61
Algeria,DZA,2011,12640.02
Algeria,DZA,2012,13549.44
Algeria,DZA,2013,14069.99
Algeria,DZA,2014,15027.38
Algeria,DZA,2015,15528.61
Algeria,DZA,2016,15190.10
Algeria,DZA,2017,15029.71
Algeria,DZA,2018,15872.33
Algeria,DZA,2019,16331.44
Argentina,ARG,1965,13981.43
Argentina,ARG,1966,14234.64
Argentina,ARG,1967,14443.33
Argentina,ARG,1968,14702.45
Argentina,ARG,1969,15005.92
Argentina,ARG,1970,13920.15
Argentina,ARG,1971,14569.49
Argentina,ARG,1972,14599.98
Argentina,ARG,1973,14827.69
Argentina,ARG,1974,14906.71
Argentina,ARG,1975,14110.28
Argentina,ARG,1976,14712.31
Argentina,ARG,1977,15195.94
Argentina,ARG,1978,14955.80
Argentina,ARG,1979,15414.11
Argentina,ARG,1980,14751.85
Argentina,ARG,1981,13937.71
Argentina,ARG,1982,13895.56
Argentina,ARG,1983,14140.19
Argentina,ARG,1984,13638.36
Argentina,ARG,1985,12867.38
Argentina,ARG,1986,14200.22
Argentina,ARG,1987,14576.80
Argentina,ARG,1988,15233.87
Argentina,ARG,1989,14565.50
Argentina,ARG,1990,13581.96
Argentina,ARG,1991,13670.76
Argentina,ARG,1992,14419.43
Argentina,ARG,1993,14398.31
Argentina,ARG,1994,14130.62
Argentina,ARG,1995,14694.89
Argentina,ARG,1996,15898.96
Argentina,ARG,1997,15015.52
Argentina,ARG,1998,15590.48
Argentina,ARG,1999,15470.22
Argentina,ARG,2000,15525.94
Argentina,ARG,2001,14530.04
Argentina,ARG,2002,13636.11
Argentina,ARG,2003,14782.31
Argentina,ARG,2004,15854.17
Argentina,ARG,2005,16741.80
Argentina,ARG,2006,17215.31
Argentina,ARG,2007,18401.42
Argentina,ARG,2008,18621.73
Argentina,ARG,2009,17755.56
Argentina,ARG,2010,18599.38
Argentina,ARG,2011,18871.50
Argentina,ARG,2012,19399.90
Argentina,ARG,2013,19893.03
Argentina,ARG,2014,19572.09
Argentina,ARG,2015,19724.45
Argentina,ARG,2016,19620.82
Argentina,ARG,2017,19241.66
Argentina,ARG,2018,18824.28
Argentina,ARG,2019,18101.03
Australia,AUS,1965,33870.33
Australia,AUS,1966,36528.60
Australia,AUS,1967,37788.02
Australia,AUS,1968,39070.43
Australia,AUS,1969,39608.02
Australia,AUS,1970,42147.60
Australia,AUS,1971,43270.25
Australia,AUS,1972,44626.90
Australia,AUS,1973,47047.97
Australia,AUS,1974,49206.76
Australia,AUS,1975,49249.74
Australia,AUS,1976,50637.98
Australia,AUS,1977,52831.22
Australia,AUS,1978,53400.32
Australia,AUS,1979,55070.08
Australia,AUS,1980,54950.34
Australia,AUS,1981,54640.81
Australia,AUS,1982,54051.60
Australia,AUS,1983,53534.37
Australia,AUS,1984,54962.51
Australia,AUS,1985,54402.77
Australia,AUS,1986,55415.20
Australia,AUS,1987,56099.68
Australia,AUS,1988,57694.24
Australia,AUS,1989,59651.15
Australia,AUS,1990,59787.09
Australia,AUS,1991,58462.52
Australia,AUS,1992,58319.91
Australia,AUS,1993,59300.63
Australia,AUS,1994,61125.54
Australia,AUS,1995,62198.90
Australia,AUS,1996,63073.27
Australia,AUS,1997,64028.88
Australia,AUS,1998,64884.64
Australia,AUS,1999,67024.60
Australia,AUS,2000,66599.62
Australia,AUS,2001,66577.40
Australia,AUS,2002,66802.98
Australia,AUS,2003,66993.60
Australia,AUS,2004,68332.32
Australia,AUS,2005,66883.04
Australia,AUS,2006,69810.91
Australia,AUS,2007,69414.54
Australia,AUS,2008,69152.97
Australia,AUS,2009,66926.75
Australia,AUS,2010,65456.53
Australia,AUS,2011,65785.05
Australia,AUS,2012,64049.86
Australia,AUS,2013,63069.76
Australia,AUS,2014,63471.01
Australia,AUS,2015,63343.52
Australia,AUS,2016,62495.92
Australia,AUS,2017,61766.64
Australia,AUS,2018,61306.16
Australia,AUS,2019,64591.98
Austria,AUT,1965,19430.68
Austria,AUT,1966,20005.12
Austria,AUT,1967,20012.28
Austria,AUT,1968,21568.39
Austria,AUT,1969,23063.47
Austria,AUT,1970,25438.53
Austria,AUT,1971,26933.44
Austria,AUT,1972,27794.05
Austria,AUT,1973,29539.75
Austria,AUT,1974,28298.27
Austria,AUT,1975,27585.97
Austria,AUT,1976,30111.45
Austria,AUT,1977,28533.11
Austria,AUT,1978,30209.80
Austria,AUT,1979,31390.84
Austria,AUT,1980,30853.66
Austria,AUT,1981,28968.46
Austria,AUT,1982,27619.28
Austria,AUT,1983,27619.74
Austria,AUT,1984,28667.66
Austria,AUT,1985,29125.77
Austria,AUT,1986,28976.03
Austria,AUT,1987,29648.61
Austria,AUT,1988,28906.79
Austria,AUT,1989,29102.41
Austria,AUT,1990,30912.21
Austria,AUT,1991,32817.72
Austria,AUT,1992,30541.18
Austria,AUT,1993,30371.79
Austria,AUT,1994,30319.60
Austria,AUT,1995,31530.14
Austria,AUT,1996,32636.01
Austria,AUT,1997,32788.92
Austria,AUT,1998,33052.31
Austria,AUT,1999,32876.82
Austria,AUT,2000,32574.89
Austria,AUT,2001,34703.07
Austria,AUT,2002,34863.81
Austria,AUT,2003,37624.98
Austria,AUT,2004,36867.40
Austria,AUT,2005,37183.15
Austria,AUT,2006,36331.12
Austria,AUT,2007,34262.44
Austria,AUT,2008,34617.40
Austria,AUT,2009,31975.68
Austria,AUT,2010,34226.14
Austria,AUT,2011,32298.71
Austria,AUT,2012,31279.49
Austria,AUT,2013,31191.74
Austria,AUT,2014,29111.54
Austria,AUT,2015,29680.40
Austria,AUT,2016,30123.03
Austria,AUT,2017,31076.87
Austria,AUT,2018,30281.53
Austria,AUT,2019,30844.35
Azerbaijan,AZE,1985,34631.78
Azerbaijan,AZE,1986,36910.81
Azerbaijan,AZE,1987,35167.51
Azerbaijan,AZE,1988,34651.61
Azerbaijan,AZE,1989,34761.27
Azerbaijan,AZE,1990,35261.66
Azerbaijan,AZE,1991,33285.05
Azerbaijan,AZE,1992,27976.75
Azerbaijan,AZE,1993,23565.04
Azerbaijan,AZE,1994,21515.59
Azerbaijan,AZE,1995,20054.12
Azerbaijan,AZE,1996,16179.15
Azerbaijan,AZE,1997,15266.75
Azerbaijan,AZE,1998,15118.15
Azerbaijan,AZE,1999,15092.55
Azerbaijan,AZE,2000,15635.84
Azerbaijan,AZE,2001,15000.56
Azerbaijan,AZE,2002,14426.92
Azerbaijan,AZE,2003,15361.06
Azerbaijan,AZE,2004,17257.88
Azerbaijan,AZE,2005,18511.33
Azerbaijan,AZE,2006,18165.26
Azerbaijan,AZE,2007,16233.42
Azerbaijan,AZE,2008,16259.87
Azerbaijan,AZE,2009,14105.18
Azerbaijan,AZE,2010,13413.40
Azerbaijan,AZE,2011,15071.10
Azerbaijan,AZE,2012,15592.85
Azerbaijan,AZE,2013,15915.82
Azerbaijan,AZE,2014,16080.40
Azerbaijan,AZE,2015,17313.04
Azerbaijan,AZE,2016,16850.44
Azerbaijan,AZE,2017,16394.37
Azerbaijan,AZE,2018,16688.34
Azerbaijan,AZE,2019,17678.03
Bangladesh,BGD,1971,124.14
Bangladesh,BGD,1972,231.17
Bangladesh,BGD,1973,276.52
Bangladesh,BGD,1974,285.16
Bangladesh,BGD,1975,311.24
Bangladesh,BGD,1976,349.40
Bangladesh,BGD,1977,352.50
Bangladesh,BGD,1978,368.60
Bangladesh,BGD,1979,396.38
Bangladesh,BGD,1980,437.65
Bangladesh,BGD,1981,427.94
Bangladesh,BGD,1982,465.79
Bangladesh,BGD,1983,443.83
Bangladesh,BGD,1984,461.34
Bangladesh,BGD,1985,507.79
Bangladesh,BGD,1986,549.49
Bangladesh,BGD,1987,590.10
Bangladesh,BGD,1988,637.37
Bangladesh,BGD,1989,664.32
Bangladesh,BGD,1990,690.52
Bangladesh,BGD,1991,651.30
Bangladesh,BGD,1992,697.85
Bangladesh,BGD,1993,757.93
Bangladesh,BGD,1994,782.22
Bangladesh,BGD,1995,920.45
Bangladesh,BGD,1996,935.12
Bangladesh,BGD,1997,963.41
Bangladesh,BGD,1998,1002.60
Bangladesh,BGD,1999,994.67
Bangladesh,BGD,2000,1048.94
Bangladesh,BGD,2001,1173.56
Bangladesh,BGD,2002,1195.10
Bangladesh,BGD,2003,1245.95
Bangladesh,BGD,2004,1268.75
Bangladesh,BGD,2005,1349.32
Bangladesh,BGD,2006,1443.65
Bangladesh,BGD,2007,1459.94
Bangladesh,BGD,2008,1524.10
Bangladesh,BGD,2009,1668.08
Bangladesh,BGD,2010,1683.04
Bangladesh,BGD,2011,1806.62
Bangladesh,BGD,2012,1914.22
Bangladesh,BGD,2013,1950.47
Bangladesh,BGD,2014,2012.90
Bangladesh,BGD,2015,2337.38
Bangladesh,BGD,2016,2343.82
Bangladesh,BGD,2017,2401.77
Bangladesh,BGD,2018,2532.90
Bangladesh,BGD,2019,2976.30
Belarus,BLR,1985,41206.43
Belarus,BLR,1986,46741.55
Belarus,BLR,1987,47133.51
Belarus,BLR,1988,47549.47
Belarus,BLR,1989,45792.36
Belarus,BLR,1990,43790.13
Belarus,BLR,1991,43274.80
Belarus,BLR,1992,40971.13
Belarus,BLR,1993,32873.21
Belarus,BLR,1994,27466.18
Belarus,BLR,1995,24993.99
Belarus,BLR,1996,25712.91
Belarus,BLR,1997,26062.34
Belarus,BLR,1998,25601.63
Belarus,BLR,1999,25038.08
Belarus,BLR,2000,25863.45
Belarus,BLR,2001,25367.83
Belarus,BLR,2002,26297.68
Belarus,BLR,2003,26361.72
Belarus,BLR,2004,29883.11
Belarus,BLR,2005,29946.85
Belarus,BLR,2006,31960.55
Belarus,BLR,2007,31324.92
Belarus,BLR,2008,31773.27
Belarus,BLR,2009,30158.91
Belarus,BLR,2010,32043.51
Belarus,BLR,2011,31887.74
Belarus,BLR,2012,34443.77
Belarus,BLR,2013,30335.70
Belarus,BLR,2014,31299.25
Belarus,BLR,2015,28407.20
Belarus,BLR,2016,28214.67
Belarus,BLR,2017,28686.64
Belarus,BLR,2018,30612.71
Belarus,BLR,2019,30883.95
Belgium,BEL,1965,43640.11
Belgium,BEL,1966,41833.50
Belgium,BEL,1967,43728.06
Belgium,BEL,1968,48559.77
Belgium,BEL,1969,53128.41
Belgium,BEL,1970,55928.40
Belgium,BEL,1971,54738.55
Belgium,BEL,1972,57997.51
Belgium,BEL,1973,58557.23
Belgium,BEL,1974,56356.69
Belgium,BEL,1975,50958.23
Belgium,BEL,1976,53149.38
Belgium,BEL,1977,52488.02
Belgium,BEL,1978,54662.96
Belgium,BEL,1979,56551.49
Belgium,BEL,1980,53573.73
Belgium,BEL,1981,50577.31
Belgium,BEL,1982,47452.18
Belgium,BEL,1983,43393.08
Belgium,BEL,1984,44583.23
Belgium,BEL,1985,44889.58
Belgium,BEL,1986,45175.65
Belgium,BEL,1987,46052.95
Belgium,BEL,1988,46816.14
Belgium,BEL,1989,47703.88
Belgium,BEL,1990,50673.78
Belgium,BEL,1991,52635.14
Belgium,BEL,1992,52009.79
Belgium,BEL,1993,51232.47
Belgium,BEL,1994,54860.36
Belgium,BEL,1995,55059.57
Belgium,BEL,1996,58621.29
Belgium,BEL,1997,58066.43
Belgium,BEL,1998,59711.11
Belgium,BEL,1999,58214.07
Belgium,BEL,2000,59861.45
Belgium,BEL,2001,59616.60
Belgium,BEL,2002,58854.53
Belgium,BEL,2003,61306.91
Belgium,BEL,2004,61218.44
Belgium,BEL,2005,59836.22
Belgium,BEL,2006,59687.02
Belgium,BEL,2007,59233.00
Belgium,BEL,2008,60519.67
Belgium,BEL,2009,54608.64
Belgium,BEL,2010,57960.81
Belgium,BEL,2011,52325.26
Belgium,BEL,2012,50880.63
Belgium,BEL,2013,51434.05
Belgium,BEL,2014,48667.75
Belgium,BEL,2015,50650.19
Belgium,BEL,2016,51012.18
Belgium,BEL,2017,51438.70
Belgium,BEL,2018,52245.36
Belgium,BEL,2019,51382.51
Brazil,BRA,1965,2379.91
Brazil,BRA,1966,2523.57
Brazil,BRA,1967,2536.10
Brazil,BRA,1968,2911.37
Brazil,BRA,1969,3117.54
Brazil,BRA,1970,3441.95
Brazil,BRA,1971,3676.59
Brazil,BRA,1972,4103.47
Brazil,BRA,1973,4858.82
Brazil,BRA,1974,5128.79
Brazil,BRA,1975,5218.14
Brazil,BRA,1976,5509.63
Brazil,BRA,1977,5599.63
Brazil,BRA,1978,5987.86
Brazil,BRA,1979,6165.41
Brazil,BRA,1980,5894.77
Brazil,BRA,1981,5502.07
Brazil,BRA,1982,5501.28
Brazil,BRA,1983,5240.36
Brazil,BRA,1984,5341.33
Brazil,BRA,1985,5462.99
Brazil,BRA,1986,5842.92
Brazil,BRA,1987,5927.08
Brazil,BRA,1988,5917.37
Brazil,BRA,1989,5843.25
Brazil,BRA,1990,5567.99
Brazil,BRA,1991,5637.90
Brazil,BRA,1992,5898.04
Brazil,BRA,1993,6057.62
Brazil,BRA,1994,6335.55
Brazil,BRA,1995,6528.49
Brazil,BRA,1996,6820.70
Brazil,BRA,1997,7162.57
Brazil,BRA,1998,7302.22
Brazil,BRA,1999,7367.76
Brazil,BRA,2000,7334.65
Brazil,BRA,2001,7462.85
Brazil,BRA,2002,7345.30
Brazil,BRA,2003,7210.96
Brazil,BRA,2004,7512.86
Brazil,BRA,2005,7556.79
Brazil,BRA,2006,7627.15
Brazil,BRA,2007,7852.38
Brazil,BRA,2008,8245.68
Brazil,BRA,2009,7695.32
Brazil,BRA,2010,8711.05
Brazil,BRA,2011,9088.14
Brazil,BRA,2012,9465.30
Brazil,BRA,2013,10136.38
Brazil,BRA,2014,10442.73
Brazil,BRA,2015,10016.56
Brazil,BRA,2016,9206.17
Brazil,BRA,2017,9299.42
Brazil,BRA,2018,8858.95
Brazil,BRA,2019,8786.42
Bulgaria,BGR,1965,13864.98
Bulgaria,BGR,1966,14802.27
Bulgaria,BGR,1967,17183.47
Bulgaria,BGR,1968,19414.15
Bulgaria,BGR,1969,21363.68
Bulgaria,BGR,1970,23859.33
Bulgaria,BGR,1971,24720.24
Bulgaria,BGR,1972,25336.69
Bulgaria,BGR,1973,26048.33
Bulgaria,BGR,1974,26583.17
Bulgaria,BGR,1975,28703.65
Bulgaria,BGR,1976,29421.27
Bulgaria,BGR,1977,30560.74
Bulgaria,BGR,1978,31858.94
Bulgaria,BGR,1979,32862.03
Bulgaria,BGR,1980,34634.49
Bulgaria,BGR,1981,33066.92
Bulgaria,BGR,1982,33547.78
Bulgaria,BGR,1983,33124.16
Bulgaria,BGR,1984,32743.17
Bulgaria,BGR,1985,32646.76
Bulgaria,BGR,1986,33713.13
Bulgaria,BGR,1987,33869.62
Bulgaria,BGR,1988,33703.38
Bulgaria,BGR,1989,33940.19
Bulgaria,BGR,1990,31312.87
Bulgaria,BGR,1991,24947.04
Bulgaria,BGR,1992,23996.92
Bulgaria,BGR,1993,25336.44
Bulgaria,BGR,1994,24185.06
Bulgaria,BGR,1995,25748.76
Bulgaria,BGR,1996,25530.08
Bulgaria,BGR,1997,24119.42
Bulgaria,BGR,1998,23285.49
Bulgaria,BGR,1999,20191.66
Bulgaria,BGR,2000,19731.29
Bulgaria,BGR,2001,20946.20
Bulgaria,BGR,2002,19966.58
Bulgaria,BGR,2003,21747.69
Bulgaria,BGR,2004,21170.08
Bulgaria,BGR,2005,22613.19
Bulgaria,BGR,2006,23314.80
Bulgaria,BGR,2007,24704.72
Bulgaria,BGR,2008,24004.51
Bulgaria,BGR,2009,20345.12
Bulgaria,BGR,2010,20864.68
Bulgaria,BGR,2011,23130.38
Bulgaria,BGR,2012,21392.08
Bulgaria,BGR,2013,19337.72
Bulgaria,BGR,2014,20481.12
Bulgaria,BGR,2015,22154.21
Bulgaria,BGR,2016,21116.31
Bulgaria,BGR,2017,22386.19
Bulgaria,BGR,2018,21202.60
Bulgaria,BGR,2019,20771.93
Canada,CAN,1965,52959.49
Canada,CAN,1966,54612.45
Canada,CAN,1967,56573.01
Canada,CAN,1968,59987.64
Canada,CAN,1969,61755.67
Canada,CAN,1970,65407.16
Canada,CAN,1971,66042.60
Canada,CAN,1972,68716.35
Canada,CAN,1973,71362.63
Canada,CAN,1974,71388.97
Canada,CAN,1975,69938.01
Canada,CAN,1976,72930.81
Canada,CAN,1977,75934.29
Canada,CAN,1978,74125.03
Canada,CAN,1979,74953.58
Canada,CAN,1980,75234.86
Canada,CAN,1981,71269.77
Canada,CAN,1982,68092.35
Canada,CAN,1983,64693.09
Canada,CAN,1984,67778.18
Canada,CAN,1985,67571.06
Canada,CAN,1986,65072.34
Canada,CAN,1987,66525.44
Canada,CAN,1988,70261.89
Canada,CAN,1989,72389.97
Canada,CAN,1990,69575.92
Canada,CAN,1991,66580.82
Canada,CAN,1992,67995.05
Canada,CAN,1993,67578.65
Canada,CAN,1994,68864.99
Canada,CAN,1995,70718.28
Canada,CAN,1996,71601.34
Canada,CAN,1997,73233.18
Canada,CAN,1998,73575.26
Canada,CAN,1999,74932.62
Canada,CAN,2000,76517.65
Canada,CAN,2001,75087.58
Canada,CAN,2002,76534.84
Canada,CAN,2003,77747.27
Canada,CAN,2004,76961.62
Canada,CAN,2005,75415.64
Canada,CAN,2006,73384.54
Canada,CAN,2007,75704.98
Canada,CAN,2008,73541.81
Canada,CAN,2009,67714.41
Canada,CAN,2010,70338.85
Canada,CAN,2011,72237.65
Canada,CAN,2012,69917.48
Canada,CAN,2013,71087.59
Canada,CAN,2014,72032.51
Canada,CAN,2015,70583.54
Canada,CAN,2016,69072.84
Canada,CAN,2017,69276.88
Canada,CAN,2018,71165.32
Canada,CAN,2019,69719.61
Chile,CHL,1965,6822.38
Chile,CHL,1966,7205.93
Chile,CHL,1967,7219.17
Chile,CHL,1968,7281.56
Chile,CHL,1969,7661.54
Chile,CHL,1970,7938.84
Chile,CHL,1971,8382.62
Chile,CHL,1972,8309.90
Chile,CHL,1973,7843.34
Chile,CHL,1974,7417.10
Chile,CHL,1975,6401.96
Chile,CHL,1976,6653.12
Chile,CHL,1977,6762.02
Chile,CHL,1978,7082.47
Chile,CHL,1979,7222.24
Chile,CHL,1980,7304.63
Chile,CHL,1981,7371.46
Chile,CHL,1982,6299.42
Chile,CHL,1983,6260.30
Chile,CHL,1984,6480.82
Chile,CHL,1985,6261.28
Chile,CHL,1986,6366.64
Chile,CHL,1987,6490.16
Chile,CHL,1988,7505.63
Chile,CHL,1989,8859.82
Chile,CHL,1990,9504.10
Chile,CHL,1991,9842.52
Chile,CHL,1992,10140.64
Chile,CHL,1993,10665.50
Chile,CHL,1994,11263.18
Chile,CHL,1995,11945.51
Chile,CHL,1996,13052.88
Chile,CHL,1997,14843.78
Chile,CHL,1998,15398.82
Chile,CHL,1999,16378.00
Chile,CHL,2000,16286.89
Chile,CHL,2001,15742.51
Chile,CHL,2002,16008.60
Chile,CHL,2003,15867.97
Chile,CHL,2004,16960.11
Chile,CHL,2005,16889.69
Chile,CHL,2006,17806.18
Chile,CHL,2007,18874.67
Chile,CHL,2008,18048.33
Chile,CHL,2009,17307.84
Chile,CHL,2010,17731.35
Chile,CHL,2011,19496.26
Chile,CHL,2012,19639.94
Chile,CHL,2013,19585.87
Chile,CHL,2014,18585.24
Chile,CHL,2015,18516.49
Chile,CHL,2016,19593.27
Chile,CHL,2017,18846.48
Chile,CHL,2018,19158.83
Chile,CHL,2019,18723.47
China,CHN,1965,2030.95
China,CHN,1966,2158.93
China,CHN,1967,1893.25
China,CHN,1968,1848.13
China,CHN,1969,2204.02
China,CHN,1970,2767.79
China,CHN,1971,3197.78
China,CHN,1972,3359.92
China,CHN,1973,3460.43
China,CHN,1974,3482.29
China,CHN,1975,3834.30
China,CHN,1976,3971.79
China,CHN,1977,4268.48
China,CHN,1978,4632.99
China,CHN,1979,4693.34
China,CHN,1980,4694.15
China,CHN,1981,4545.27
China,CHN,1982,4665.60
China,CHN,1983,4877.04
China,CHN,1984,5170.56
China,CHN,1985,5505.68
China,CHN,1986,5673.61
China,CHN,1987,6007.82
China,CHN,1988,6326.27
China,CHN,1989,6510.73
China,CHN,1990,6474.96
China,CHN,1991,6730.86
China,CHN,1992,7007.91
China,CHN,1993,7441.64
China,CHN,1994,7782.61
China,CHN,1995,7910.11
China,CHN,1996,8281.66
China,CHN,1997,8243.43
China,CHN,1998,8185.07
China,CHN,1999,8428.18
China,CHN,2000,8616.09
China,CHN,2001,8954.52
China,CHN,2002,9714.00
China,CHN,2003,11325.40
China,CHN,2004,13132.34
China,CHN,2005,14849.72
China,CHN,2006,16191.77
China,CHN,2007,17470.92
China,CHN,2008,17734.15
China,CHN,2009,18473.23
China,CHN,2010,19509.33
China,CHN,2011,21039.47
China,CHN,2012,21427.63
China,CHN,2013,21986.08
China,CHN,2014,22038.47
China,CHN,2015,21925.02
China,CHN,2016,21832.57
China,CHN,2017,22186.39
China,CHN,2018,22686.76
China,CHN,2019,23373.45
Colombia,COL,1965,4187.88
Colombia,COL,1966,4420.99
Colombia,COL,1967,4546.41
Colombia,COL,1968,4622.71
Colombia,COL,1969,4518.06
Colombia,COL,1970,4790.08
Colombia,COL,1971,4535.94
Colombia,COL,1972,4991.57
Colombia,COL,1973,4797.15
Colombia,COL,1974,5244.91
Colombia,COL,1975,5126.09
Colombia,COL,1976,5211.90
Colombia,COL,1977,5214.63
Colombia,COL,1978,5358.41
Colombia,COL,1979,5521.32
Colombia,COL,1980,5392.94
Colombia,COL,1981,5456.46
Colombia,COL,1982,5550.29
Colombia,COL,1983,5772.88
Colombia,COL,1984,5671.29
Colombia,COL,1985,5716.08
Colombia,COL,1986,5575.38
Colombia,COL,1987,5938.11
Colombia,COL,1988,5714.98
Colombia,COL,1989,5813.03
Colombia,COL,1990,5123.07
Colombia,COL,1991,5287.52
Colombia,COL,1992,5961.19
Colombia,COL,1993,6173.69
Colombia,COL,1994,6335.55
Colombia,COL,1995,6358.13
Colombia,COL,1996,6219.92
Colombia,COL,1997,6650.53
Colombia,COL,1998,6637.87
Colombia,COL,1999,5669.96
Colombia,COL,2000,5575.73
Colombia,COL,2001,5324.09
Colombia,COL,2002,5073.49
Colombia,COL,2003,5124.63
Colombia,COL,2004,5058.47
Colombia,COL,2005,4962.74
Colombia,COL,2006,5598.18
Colombia,COL,2007,5473.37
Colombia,COL,2008,5959.58
Colombia,COL,2009,5792.83
Colombia,COL,2010,6330.36
Colombia,COL,2011,6216.02
Colombia,COL,2012,6847.21
Colombia,COL,2013,7117.41
Colombia,COL,2014,7536.94
Colombia,COL,2015,7519.32
Colombia,COL,2016,7861.43
Colombia,COL,2017,7404.68
Colombia,COL,2018,7408.88
Colombia,COL,2019,7965.15
Croatia,HRV,1990,18677.11
Croatia,HRV,1991,14163.74
Croatia,HRV,1992,14292.02
Croatia,HRV,1993,15004.62
Croatia,HRV,1994,14764.55
Croatia,HRV,1995,15381.63
Croatia,HRV,1996,15510.92
Croatia,HRV,1997,16780.03
Croatia,HRV,1998,18009.23
Croatia,HRV,1999,18047.43
Croatia,HRV,2000,17494.47
Croatia,HRV,2001,18244.45
Croatia,HRV,2002,19231.78
Croatia,HRV,2003,20617.77
Croatia,HRV,2004,20197.40
Croatia,HRV,2005,20344.02
Croatia,HRV,2006,20368.94
Croatia,HRV,2007,21782.18
Croatia,HRV,2008,20997.45
Croatia,HRV,2009,19694.28
Croatia,HRV,2010,19048.50
Croatia,HRV,2011,18501.96
Croatia,HRV,2012,16944.93
Croatia,HRV,2013,16452.55
Croatia,HRV,2014,16134.73
Croatia,HRV,2015,16627.44
Croatia,HRV,2016,17131.79
Croatia,HRV,2017,18063.86
Croatia,HRV,2018,17596.23
Croatia,HRV,2019,17865.22
Cyprus,CYP,1965,8055.52
Cyprus,CYP,1966,9125.87
Cyprus,CYP,1967,9792.32
Cyprus,CYP,1968,10747.92
Cyprus,CYP,1969,12524.42
Cyprus,CYP,1970,13037.19
Cyprus,CYP,1971,15376.04
Cyprus,CYP,1972,17097.19
Cyprus,CYP,1973,18140.44
Cyprus,CYP,1974,15908.24
Cyprus,CYP,1975,13123.44
Cyprus,CYP,1976,13180.95
Cyprus,CYP,1977,14710.20
Cyprus,CYP,1978,14924.95
Cyprus,CYP,1979,14989.47
Cyprus,CYP,1980,15005.36
Cyprus,CYP,1981,14305.08
Cyprus,CYP,1982,17071.97
Cyprus,CYP,1983,17911.66
Cyprus,CYP,1984,18069.48
Cyprus,CYP,1985,19269.02
Cyprus,CYP,1986,19864.40
Cyprus,CYP,1987,23901.58
Cyprus,CYP,1988,24245.95
Cyprus,CYP,1989,24383.55
Cyprus,CYP,1990,25129.79
Cyprus,CYP,1991,24919.76
Cyprus,CYP,1992,28460.30
Cyprus,CYP,1993,28925.76
Cyprus,CYP,1994,28354.10
Cyprus,CYP,1995,29509.58
Cyprus,CYP,1996,29329.71
Cyprus,CYP,1997,29014.19
